dt_s,dx_m,n_cells,n_steps,tau_fitted_s,fit_rmse_norm,tau_pred_s,tau_pred_bot_s,tau_pred_SPP_s,tau_pred_PPL_s,tau_pred_PPL_outlet_s,e_pred,e_bot,e_SPP,Pi,Pi_bot,G_mix_pred,G_mix,G_P,height_m,area_m2,temperature_C,K_s_mol_m3_Pa,D_l_m2_s,Bo,nozzle_flow_cm3_s,h_l0_m_s,a_0_1_m,eps_g0,eps_gH,u_g0_m_s,d_b0_m,P_top_Pa,E_l_m2_s,E_g_m2_s,sample_id,design_role,base_index,var_index,scenario,temperature_K,gas_flow_sccm,top_pressure_atm,nozzle_diameter_mm,t_extract_50_s,t_extract_90_s,t_extract_99_s,tau_fitted_2tau_s,fit_rmse_norm_2tau,tau_fit_nodisc_s,K_s_correlation,D_l_correlation,kanai_in_range,solve_time_s
6392.451487769098,0.0465,20,250,322807.29431795544,2.4015386890793264e-11,319622.5743884549,328183.54076512845,319600.8526785153,43.44243571145838,41.39361566412354,0.0099640018718764,-0.0163818283958994,0.0100326441953065,0.0001359271583519,0.0001387285591276,0.0003638894726649,0.0003602994482877,0.0999649750854267,0.93,0.13,455.6027984246612,1.574743652426459e-07,2.268564794002e-09,235664.83550693264,0.6333680477542244,1.50802113608569e-05,0.2020337852673592,0.0001192078066796,0.0001311147352981,1.9488247623206903e-05,0.0035402338234229,187195.7372713834,0.0074363352431111,6.451433958179099e-07,20,A,20,-1,optimistic,728.7527984246611,115.71871359517382,1.8474782854318617,2.6839709701016545,223753.13584368213,743303.941343032,1486598.1689232625,322807.2943145701,3.765566164015941e-11,319611.0685740709,K_s_malinauskas,D_l_fukada,False,21.121944427490234
383.9344314169283,0.0465,20,250,19387.83583253385,1.0437407390816206e-09,19196.721570846414,19995.441227126237,19191.32095186406,10.800224964616982,10.011743395868432,0.0099555677245262,-0.0303871961458942,0.0102397787605495,0.0005627661061844,0.0005807167230001,0.0029169598371237,0.0028882061056366,0.1598303818212276,0.93,0.13,623.1803180649877,3.736120661382374e-07,1.061135586813183e-08,32700.664387704703,7.241372497571525,6.636425521651925e-05,0.752941996481315,0.000859098390761,0.0009963230269932,0.0002228114614637,0.0068459328456306,113026.0826395126,0.0154457279673574,7.376001457652557e-06,21,A,21,-1,optimistic,896.3303180649876,684.8237745818674,1.115480707027018,1.9699718365445733,13438.632529378405,44642.90127866385,89285.22354752397,19387.83582367101,1.636513129633368e-09,19195.868616825384,K_s_malinauskas,D_l_fukada,True,20.966472148895264
1508.2916899349927,0.0465,20,251,76165.80905890143,2.1513709420708959e-10,75414.58449674964,77570.98695355907,75398.82750683007,31.511784861194656,29.919391978961304,0.0099612636887785,-0.0181147352875489,0.0101723273084303,0.0004179346801956,0.0004271619611026,0.0011222254570669,0.0011111569298887,0.1075380638755094,0.93,0.13,564.8503296077251,2.8763688653139256e-07,6.652058074867073e-09,118508.34529221633,1.8276558050637952,4.5451320715002674e-05,0.2835640766138653,0.0002370557793463,0.0002625332576376,5.623556323273217e-05,0.0050159198339321,170084.5348490635,0.0102195185966769,1.861634916137603e-06,22,A,22,-1,optimistic,838.0003296077251,265.6602512744778,1.6786038475111127,3.593263890594244,52794.15425364992,175381.2454911517,350760.2044775078,76165.8090517381,3.3732692402737515e-10,75411.66321393393,K_s_malinauskas,D_l_fukada,False,20.97332215309143
1246.0669272643304,0.0465,20,251,62924.01316194324,1.2406617482139463e-10,62303.34636321652,64440.285593849934,62297.59256022573,11.507251722720287,10.814882241153768,0.0099620138396474,-0.0235298837975883,0.0100552938881532,0.0001847142281075,0.0001895705308972,0.0011241128051719,0.0011130248363483,0.1296135459454337,0.93,0.13,507.4293281883001,2.140220769579507e-07,3.923695615074065e-09,59205.818354213945,3.435118400641937,2.7271385900785936e-05,0.5687602200017501,0.0004744987728101,0.0005359555488219,0.0001056959507889,0.0050056113925336,142829.2548567988,0.0123493650445721,3.4989828708357765e-06,23,A,23,-1,optimistic,780.5793281883001,459.118293814534,1.409615147858858,1.0027932971715927,43615.63448793388,144890.36456065395,289778.83886516833,62924.01315852946,1.945305100332902e-10,62300.97969831107,K_s_malinauskas,D_l_fukada,True,21.019896030426025
2491.851385045385,0.0465,20,251,125833.77023599368,1.2643014225409043e-10,124592.56925226924,128124.86732676475,124572.07407833423,40.988100142640754,38.93683903290441,0.0099620787272739,-0.0178817519079099,0.0101282423608524,0.000329031209008,0.000336226687784,0.0007992714452406,0.0007913875798662,0.1064534307789488,0.93,0.13,520.3554084524512,2.296044117573327e-07,4.448342959729752e-09,165197.5437638324,1.06265219115521,2.977182637583552e-05,0.2621121980381619,0.0001700575414877,0.0001881468792139,3.269699049708339e-05,0.0038927804831806,173433.78639095463,0.0086851926837316,1.082408633662626e-06,24,A,24,-1,optimistic,793.5054084524512,166.17319381219997,1.7116583902388811,1.839172575622797,87221.3874521294,289747.9027839483,579492.0252853303,125833.77022904051,1.982382586341072e-10,124587.844543471,K_s_malinauskas,D_l_fukada,False,23.394833087921143
687.3091041780364,0.0465,20,250,34707.80871972083,2.0842465401923223e-10,34365.45520890182,35504.04343265627,34361.98673518751,6.936714040868962,6.533577138368722,0.009962141014513,-0.0224265924653266,0.0100640858515666,0.0002018717396734,0.0002069969641046,0.0016095591033044,0.0015936826123875,0.124840050102548,0.93,0.13,550.4344182088971,2.680991963549406e-07,5.866838411318728e-09,32135.562547755115,7.543666968758113,3.913398361498674e-05,0.7190983566864491,0.0008742055817615,0.0009832898689268,0.0002321128298079,0.0072941808888823,146958.50638446864,0.0156364034450884,7.68391607754821e-06,25,A,25,-1,optimistic,823.5844182088971,979.067776357238,1.4503676919266582,2.815476886928081,24057.637488556986,79919.04530671888,159837.0479191671,34707.808716556145,3.2679949446933926e-10,34364.15416763181,K_s_malinauskas,D_l_fukada,True,23.602195739746094
1063.9664129794332,0.0465,20,250,53727.97809022916,8.917605367060876e-10,53198.32064897166,54616.74271681585,53169.21681105724,58.19705910415828,55.41552937451687,0.0099562812283574,-0.0162727504859612,0.010509112465537,0.0010945630309163,0.0011174220862102,0.0017654316930636,0.0017480278363301,0.1013761571275939,0.93,0.13,611.058858782053,3.548560598942257e-07,9.678918438349257e-09,149896.95685855584,1.2917638726343703,6.341613831695175e-05,0.2886642560089273,0.0001874160005716,0.0002064021588098,3.974658069644217e-05,0.003895515222346,178660.10740518104,0.009209097171009,1.3157798760786532e-06,26,A,26,-1,optimistic,884.208858782053,185.88502514177063,1.76323816832155,1.2506885277107358,37241.421264155695,123715.34668049292,247429.087708145,53727.97806927632,1.3982416904476983e-09,53195.99488373944,K_s_malinauskas,D_l_fukada,False,22.806458234786987
2496.317749432857,0.0465,20,250,126059.07127836742,2.6405292827251988e-11,124815.88747164284,130643.8206666415,124811.0644367029,9.645945633110728,8.861317831925897,0.0099601407473628,-0.0350935035800338,0.0099991683213104,7.72843792066416e-05,8.0031664685875e-05,0.0005851210975952,0.000579350683248,0.1800397892737026,0.93,0.13,466.1363910883665,1.6819186014313777e-07,2.551607556085669e-09,70291.94904987921,2.987403260482871,1.825644111862216e-05,0.4191036086444505,0.0003996629561709,0.000471554125572,9.192010032254988e-05,0.0057216823896644,103711.98680545203,0.0118426875267798,3.0429439738540407e-06,27,A,27,-1,optimistic,739.2863910883665,319.7861239910264,1.0235577281564474,3.3446620041504502,87377.55289181703,290266.68417389604,580529.5871728717,126059.07127691184,4.140236532854645e-11,124810.912403651,K_s_malinauskas,D_l_fukada,False,23.30931615829468
2825.7721273500288,0.0465,20,251,142696.13338311357,3.0394010097034366e-11,141288.60636750143,146627.5225121025,141281.44683747017,14.318818194785653,13.37203976426136,0.0099620702036727,-0.0268120818086143,0.0100132506943452,0.0001013496004982,0.0001042779006222,0.0005676885752556,0.0005620890051258,0.1435177220685543,0.93,0.13,475.22833589464426,1.7776213141397684e-07,2.816645743375114e-09,92757.01496114612,2.185856368098944,1.9912839381071284e-05,0.342388964941501,0.0003028675315183,0.0003463010601453,6.725711901842903e-05,0.0053074291965589,129859.40558568107,0.010783223371498,2.226495013579804e-06,28,A,28,-1,optimistic,748.3783358946442,280.4591381658992,1.2816126877442002,3.71379172988236,98909.49576202752,328575.59085755446,657146.894658118,142696.13338121914,4.76571046481211e-11,141283.24731943855,K_s_malinauskas,D_l_fukada,False,23.096935510635376
456.425129038214,0.0465,20,251,23048.47031414612,1.4374139782691236e-09,22821.2564519107,23507.2839190846,22810.62695495737,21.2556927810468,20.118426627864554,0.0099562380675319,-0.0195179335272326,0.0104268663749753,0.0009318329050323,0.0009536144015767,0.0028846438869369,0.0028562068119471,0.1142764009424339,0.93,0.13,645.9305403754115,4.100253753519763e-07,1.2528399566448641e-08,56463.81594137798,4.2225365079673045,8.160579351797816e-05,0.5210272309777613,0.0004975414375369,0.0005543685648148,0.0001299242002451,0.0057295443457329,157311.8127314374,0.0131381476773465,4.301040368825515e-06,29,A,29,-1,optimistic,919.0805403754116,520.7472453253027,1.5525468811392784,1.690129658207297,15975.992619822788,53071.967101205504,106143.2456359714,23048.47029964405,2.2537793192235693e-09,22820.257749627013,K_s_malinauskas,D_l_fukada,True,23.81691956520081
