dt_s,dx_m,n_cells,n_steps,tau_fitted_s,fit_rmse_norm,tau_pred_s,tau_pred_bot_s,tau_pred_SPP_s,tau_pred_PPL_s,tau_pred_PPL_outlet_s,e_pred,e_bot,e_SPP,Pi,Pi_bot,G_mix_pred,G_mix,G_P,height_m,area_m2,temperature_C,K_s_mol_m3_Pa,D_l_m2_s,Bo,nozzle_flow_cm3_s,h_l0_m_s,a_0_1_m,eps_g0,eps_gH,u_g0_m_s,d_b0_m,P_top_Pa,E_l_m2_s,E_g_m2_s,sample_id,design_role,base_index,var_index,scenario,temperature_K,gas_flow_sccm,top_pressure_atm,nozzle_diameter_mm,t_extract_50_s,t_extract_90_s,t_extract_99_s,tau_fitted_2tau_s,fit_rmse_norm_2tau,tau_fit_nodisc_s,K_s_correlation,D_l_correlation,kanai_in_range,solve_time_s
7443.468362321514,0.0211363636363636,44,250,374689.368414934,4.194503634249433e-08,372173.4181160757,327047.46106493415,316656.2294934374,105218.11545222456,99169.26432613436,0.0067601558208911,0.1456727631973291,0.1832685844025037,0.3322786847444767,0.3406268091228717,0.0002955620684411,0.0002935774392065,0.1234447122724336,0.93,0.13,530.8725241571665,0.0004205708513258,1.7375505270093975e-09,232439.00265873992,0.762721130690784,1.6336978613761584e-05,0.1871392930620501,0.0001208621953757,0.0001357687699884,2.346834248279336e-05,0.0038750449485467,149232.41334578488,0.0078627025926193,7.769013641604978e-07,0,A,0,-1,pessimistic,804.0225241571665,102.84076547019554,1.4728094087913632,3.4589863773435354,259721.76030263625,862760.129416358,1725519.2618118338,374689.36158870114,6.577040907062996e-08,370967.6342337733,K_s_calderoni,D_l_calderoni,False,22.040674686431885
1597.0577943324408,0.0211363636363636,44,250,80322.77451274967,2.257117370694961e-07,79852.88971662204,64491.01314041678,62750.8316811011,31568.34259116109,30032.8685568948,0.0058843806128386,0.2454878687959558,0.2800272500123815,0.5030744891412913,0.5137646336305508,0.000828788601345,0.0008239402234679,0.1032575171262453,0.93,0.13,597.6687639951706,0.0006284204336719,2.813395553338736e-09,56174.12138803757,4.1485651826553935,2.7842128074439084e-05,0.5566486052909175,0.0005001072995558,0.0005517202656795,0.0001276481594663,0.0053905529786907,175906.36075185612,0.0130686729805101,4.22569379557464e-06,1,A,1,-1,pessimistic,870.8187639951706,597.8351547230437,1.736060801893473,1.1480785179883242,55677.115929356914,184952.24923889968,369903.61580205534,80322.76664801077,3.5392030697484374e-07,79524.24561558345,K_s_calderoni,D_l_calderoni,True,22.017407417297363
1758.6136203364103,0.0211363636363636,44,251,87951.13939598761,2.9624640100897933e-07,87930.68101682051,64350.75647648344,61626.53812561969,46752.75602769237,43151.98274711686,0.0002326648552078,0.3667460059794135,0.42716339536561,0.758646476821259,0.78417804847292,0.0007865308678318,0.0007863479123086,0.169503374847697,0.93,0.13,640.3732800856233,0.0007877528164529,3.689762362386482e-09,66625.44901400674,3.582272169213569,3.55737201012343e-05,0.4366504356388428,0.000421657017972,0.0004930741206736,0.0001102237590527,0.0057939759160682,106183.829639107,0.0125057484566932,3.648872468677542e-06,2,A,2,-1,pessimistic,913.5232800856232,314.8847981010606,1.0479529201984406,2.537227342836559,60966.588998036015,202516.9474671928,405033.4663433973,87951.1282131442,4.645426435637779e-07,87071.83258581941,K_s_calderoni,D_l_calderoni,True,21.6072039604187
3861.049024221244,0.0211363636363636,44,250,194828.76292692876,1.970233012125074e-08,193052.4512110622,189334.188040791,184244.6230345926,17343.59427674274,16503.114490721437,0.0092011870593888,0.0290205109969571,0.057446126340137,0.0941335165775036,0.0961264876227176,0.0003731097454061,0.0003697079930051,0.1028562608657532,0.93,0.13,482.1710942313075,0.0003000753797738,1.1587957035295551e-09,66276.09159590545,3.1282844047521072,1.1258030963778231e-05,0.4689476804436386,0.000423879674794,0.0004674548150397,9.62549047616033e-05,0.0054233727019575,180934.81685717124,0.0120075383981795,3.1864443290469454e-06,3,A,3,-1,pessimistic,755.3210942313075,534.4025784010208,1.7856878051534295,2.105707756243646,135045.83270088278,448615.61899687897,897228.56387341,194828.7612519448,3.089286079044667e-08,192898.2384148181,K_s_calderoni,D_l_calderoni,True,22.438393592834476
7021.09898686449,0.0211363636363636,44,250,354168.130812079,1.576263395195953e-08,351054.9493432245,342043.5178752233,331417.4434554518,38528.660295392576,36364.30894362263,0.008868074569747,0.0354475740752927,0.0686466201640508,0.116254171457247,0.11910797634784,0.0002675021692223,0.0002651507922247,0.1204157513135412,0.93,0.13,473.24393168091774,0.0002807252488536,1.0697153051517702e-09,135655.35318970052,1.292224323275196,1.0029594264392993e-05,0.2914374263104397,0.0002070916295725,0.0002320086677553,3.976074840846757e-05,0.0042635216525404,154836.88374361955,0.0092100818259932,1.3162488872500911e-06,4,A,4,-1,pessimistic,746.3939316809177,194.21211154057497,1.528121231123805,2.3342349901795387,245492.9174339411,815511.0869735526,1631019.103675736,354168.12837786786,2.471559747435961e-08,350657.5813186468,K_s_calderoni,D_l_calderoni,False,21.917545795440677
2108.635592038515,0.0211363636363636,44,251,105907.44419376006,1.6152870700136916e-07,105431.77960192577,86194.42492579433,83078.32149013321,41299.20682206363,38592.631787603175,0.0045115864839829,0.228704110328909,0.2747903700285778,0.4971117143594256,0.5113462294199203,0.0006729829423763,0.0006699603582791,0.1421265120398163,0.93,0.13,605.6664060801268,0.0006566827572323,2.965904579645451e-09,73481.70400836821,3.2892278630621963,2.9312536295081623e-05,0.3956410603076578,0.0003823140539731,0.0004366151765611,0.0001012070111711,0.0057978924686306,127581.59790064674,0.0121896238250733,3.3503799895164176e-06,5,A,5,-1,pessimistic,878.8164060801267,352.6557143097537,1.2591324737295508,3.0235667414963245,73412.35626034316,243865.44997811457,487726.0131845278,105907.4367927337,2.532834357980252e-07,104853.1263977408,K_s_calderoni,D_l_calderoni,True,22.485982418060303
4972.918574250831,0.0211363636363636,44,250,250143.5544271609,1.0303852501559067e-07,248645.92871254156,197155.4036594216,192341.76877964297,103390.0303770076,98843.04342462492,0.0060231258254415,0.2687633703374135,0.3005160346307244,0.537532908390048,0.5478626024548348,0.0004125257239976,0.0004100559056822,0.0928416455548252,0.93,0.13,557.7433755621314,0.0004981645429168,2.1290105564508566e-09,182250.8772120317,0.9628781104927898,1.996777994824655e-05,0.2539771139013447,0.000154145146416,0.0001684461434734,2.962701878439353e-05,0.0036415520449423,197304.1705345502,0.0084320565283106,9.807795896314346e-07,6,A,6,-1,pessimistic,830.8933755621314,161.57433974274403,1.947240765206516,1.4117384040728211,173391.6185821788,575983.6670305624,1151964.6672008475,250143.543246768,1.6156672796508977e-07,247657.09514003556,K_s_calderoni,D_l_calderoni,False,22.26683259010315
2034.3980539949564,0.0211363636363636,44,250,102619.86298500304,3.2055634850703494e-08,101719.90269974782,100801.10218892564,96968.95612521726,9351.60624294798,8707.054141274242,0.0088474355693367,0.0180430645755103,0.0582754222133596,0.0964391761717237,0.0993431332361708,0.0005449558566833,0.0005401766783258,0.1501016664464307,0.93,0.13,515.1643710210919,0.000378905659159,1.5330903468363262e-09,32739.02463347233,7.48953873992813,1.473261007275591e-05,0.6727941399573393,0.0008580917869975,0.0009868223089829,0.0002304473458439,0.0076524904368397,123134.50967450626,0.0156026597079031,7.628781516401963e-06,7,A,7,-1,pessimistic,788.3143710210919,870.0105448556204,1.215243125334382,3.98045985866338,71131.31572442867,236293.4683912552,472586.103669593,102619.8615502957,5.0262656277307596e-08,101602.66395800556,K_s_calderoni,D_l_calderoni,True,22.400325536727905
6108.681624428195,0.0211363636363636,44,250,308090.4136075942,2.4323595169360565e-08,305434.0812214098,288482.16272885224,281241.1719886009,47073.26843527411,44944.46698273732,0.008696908922416,0.0679704100013004,0.0954669667643168,0.1673768748097168,0.1706839930303342,0.0003031750596892,0.000300561107115,0.0956053920624354,0.93,0.13,500.7002107799053,0.0003429134273385,1.3600404591252503e-09,139585.93107227306,1.3540749886062913,1.29690467447395e-05,0.2672302168924065,0.0002012601695349,0.0002204902093862,4.16638458032705e-05,0.0045188041653823,193907.75983175263,0.0093401732092664,1.3792494576242758e-06,8,A,8,-1,pessimistic,773.8502107799053,240.374299594323,1.9137207977473736,3.1791453221812844,213554.27226322648,709411.1807069484,1418820.4074845284,308090.41034086887,3.813910095751637e-08,305036.0727953801,K_s_calderoni,D_l_calderoni,False,27.59178304672241
1941.6251746866744,0.0211363636363636,44,251,97698.53111888614,1.0819664457804987e-07,97081.2587343337,87050.25582183653,83675.42623007388,25516.78215348184,23721.05205275676,0.0063583063569624,0.122323308490249,0.1675892854164177,0.304949533012487,0.3143266669932846,0.0006807123886404,0.0006764115567393,0.153566747837126,0.93,0.13,570.621195062995,0.0005382122428531,2.3360101532467527e-09,57640.176881529005,4.168845132778107,2.324977270874194e-05,0.4938550686625374,0.0004873872647898,0.0005621808310595,0.0001282721579316,0.0059214206237853,118959.64546019676,0.0130878058484043,4.246350783143836e-06,9,A,9,-1,pessimistic,843.7711950629949,438.4159314203412,1.174040419049561,2.177898255176842,67721.36314669412,224961.3384977008,449922.1125181389,97698.52652973404,1.696539097970975e-07,96727.7185315428,K_s_calderoni,D_l_calderoni,True,26.469910621643063
