# Pi=0.2004  tau_fitted_h=30.7967  n0_fitted_mol=3.6270e-12
t_seconds,n_T2_salt_mol
2.386259e+05,4.215009e-13
2.389033e+05,4.204473e-13
2.391808e+05,4.193963e-13
2.394583e+05,4.183480e-13
2.397357e+05,4.173023e-13
2.400132e+05,4.162592e-13
2.402907e+05,4.152188e-13
2.405682e+05,4.141809e-13
2.408456e+05,4.131456e-13
2.411231e+05,4.121129e-13
2.414006e+05,4.110828e-13
2.416780e+05,4.100553e-13
2.419555e+05,4.090303e-13
2.422330e+05,4.080079e-13
2.425105e+05,4.069880e-13
2.427879e+05,4.059707e-13
2.430654e+05,4.049560e-13
2.433429e+05,4.039437e-13
2.436203e+05,4.029340e-13
2.438978e+05,4.019269e-13
2.441753e+05,4.009222e-13
2.444528e+05,3.999201e-13
2.447302e+05,3.989204e-13
2.450077e+05,3.979233e-13
2.452852e+05,3.969287e-13
2.455627e+05,3.959365e-13
2.458401e+05,3.949468e-13
2.461176e+05,3.939596e-13
2.463951e+05,3.929749e-13
2.466725e+05,3.919926e-13
2.469500e+05,3.910128e-13
2.472275e+05,3.900354e-13
2.475050e+05,3.890605e-13
2.477824e+05,3.880880e-13
2.480599e+05,3.871179e-13
2.483374e+05,3.861503e-13
2.486148e+05,3.851851e-13
2.488923e+05,3.842223e-13
2.491698e+05,3.832619e-13
2.494473e+05,3.823039e-13
2.497247e+05,3.813483e-13
2.500022e+05,3.803951e-13
2.502797e+05,3.794442e-13
2.505571e+05,3.784958e-13
2.508346e+05,3.775497e-13
2.511121e+05,3.766060e-13
2.513896e+05,3.756646e-13
2.516670e+05,3.747256e-13
2.519445e+05,3.737889e-13
2.522220e+05,3.728546e-13
2.524994e+05,3.719226e-13
2.527769e+05,3.709930e-13
2.530544e+05,3.700657e-13
2.533319e+05,3.691406e-13
2.536093e+05,3.682179e-13
2.538868e+05,3.672976e-13
2.541643e+05,3.663795e-13
2.544418e+05,3.654637e-13
2.547192e+05,3.645502e-13
2.549967e+05,3.636389e-13
2.552742e+05,3.627300e-13
2.555516e+05,3.618233e-13
2.558291e+05,3.609189e-13
2.561066e+05,3.600167e-13
2.563841e+05,3.591169e-13
2.566615e+05,3.582192e-13
2.569390e+05,3.573238e-13
2.572165e+05,3.564306e-13
2.574939e+05,3.555397e-13
2.577714e+05,3.546510e-13
2.580489e+05,3.537645e-13
2.583264e+05,3.528803e-13
2.586038e+05,3.519982e-13
2.588813e+05,3.511184e-13
2.591588e+05,3.502407e-13
2.594362e+05,3.493652e-13
2.597137e+05,3.484920e-13
2.599912e+05,3.476209e-13
2.602687e+05,3.467520e-13
2.605461e+05,3.458852e-13
2.608236e+05,3.450207e-13
2.611011e+05,3.441583e-13
2.613786e+05,3.432980e-13
2.616560e+05,3.424399e-13
2.619335e+05,3.415839e-13
2.622110e+05,3.407301e-13
2.624884e+05,3.398784e-13
2.627659e+05,3.390289e-13
2.630434e+05,3.381814e-13
2.633209e+05,3.373361e-13
2.635983e+05,3.364929e-13
2.638758e+05,3.356518e-13
2.641533e+05,3.348128e-13
2.644307e+05,3.339759e-13
2.647082e+05,3.331411e-13
2.649857e+05,3.323084e-13
2.652632e+05,3.314778e-13
2.655406e+05,3.306492e-13
2.658181e+05,3.298227e-13
2.660956e+05,3.289983e-13
2.663730e+05,3.281760e-13
2.666505e+05,3.273557e-13
2.669280e+05,3.265374e-13
2.672055e+05,3.257212e-13
2.674829e+05,3.249070e-13
2.677604e+05,3.240949e-13
2.680379e+05,3.232848e-13
2.683153e+05,3.224767e-13
2.685928e+05,3.216706e-13
2.688703e+05,3.208666e-13
2.691478e+05,3.200646e-13
2.694252e+05,3.192645e-13
2.697027e+05,3.184665e-13
2.699802e+05,3.176705e-13
2.702577e+05,3.168764e-13
2.705351e+05,3.160844e-13
2.708126e+05,3.152943e-13
2.710901e+05,3.145062e-13
2.713675e+05,3.137200e-13
2.716450e+05,3.129359e-13
2.719225e+05,3.121537e-13
2.722000e+05,3.113734e-13
2.724774e+05,3.105951e-13
2.727549e+05,3.098187e-13
2.730324e+05,3.090443e-13
2.733098e+05,3.082718e-13
2.735873e+05,3.075013e-13
2.738648e+05,3.067327e-13
2.741423e+05,3.059659e-13
2.744197e+05,3.052012e-13
2.746972e+05,3.044383e-13
2.749747e+05,3.036773e-13
2.752521e+05,3.029182e-13
2.755296e+05,3.021611e-13
2.758071e+05,3.014058e-13
2.760846e+05,3.006524e-13
2.763620e+05,2.999009e-13
2.766395e+05,2.991513e-13
2.769170e+05,2.984035e-13
2.771945e+05,2.976576e-13
2.774719e+05,2.969136e-13
2.777494e+05,2.961714e-13
2.780269e+05,2.954311e-13
2.783043e+05,2.946927e-13
2.785818e+05,2.939561e-13
2.788593e+05,2.932213e-13
2.791368e+05,2.924884e-13
2.794142e+05,2.917573e-13
2.796917e+05,2.910280e-13
2.799692e+05,2.903005e-13
2.802466e+05,2.895749e-13
2.805241e+05,2.888511e-13
2.808016e+05,2.881291e-13
2.810791e+05,2.874089e-13
2.813565e+05,2.866905e-13
2.816340e+05,2.859739e-13
2.819115e+05,2.852590e-13
2.821889e+05,2.845460e-13
2.824664e+05,2.838348e-13
2.827439e+05,2.831253e-13
2.830214e+05,2.824176e-13
2.832988e+05,2.817117e-13
2.835763e+05,2.810075e-13
2.838538e+05,2.803051e-13
2.841312e+05,2.796045e-13
2.844087e+05,2.789056e-13
2.846862e+05,2.782084e-13
2.849637e+05,2.775130e-13
2.852411e+05,2.768193e-13
2.855186e+05,2.761274e-13
2.857961e+05,2.754372e-13
2.860736e+05,2.747487e-13
2.863510e+05,2.740620e-13
2.866285e+05,2.733769e-13
2.869060e+05,2.726936e-13
2.871834e+05,2.720120e-13
2.874609e+05,2.713320e-13
2.877384e+05,2.706538e-13
2.880159e+05,2.699773e-13
2.882933e+05,2.693025e-13
2.885708e+05,2.686293e-13
2.888483e+05,2.679579e-13
2.891257e+05,2.672881e-13
2.894032e+05,2.666200e-13
2.896807e+05,2.659535e-13
2.899582e+05,2.652887e-13
2.902356e+05,2.646256e-13
2.905131e+05,2.639642e-13
2.907906e+05,2.633044e-13
2.910680e+05,2.626462e-13
2.913455e+05,2.619897e-13
2.916230e+05,2.613348e-13
2.919005e+05,2.606816e-13
2.921779e+05,2.600300e-13
2.924554e+05,2.593800e-13
2.927329e+05,2.587317e-13
2.930104e+05,2.580850e-13
2.932878e+05,2.574399e-13
2.935653e+05,2.567964e-13
2.938428e+05,2.561545e-13
2.941202e+05,2.555142e-13
2.943977e+05,2.548755e-13
2.946752e+05,2.542385e-13
2.949527e+05,2.536030e-13
2.952301e+05,2.529691e-13
2.955076e+05,2.523367e-13
2.957851e+05,2.517060e-13
2.960625e+05,2.510768e-13
2.963400e+05,2.504492e-13
2.966175e+05,2.498232e-13
2.968950e+05,2.491988e-13
2.971724e+05,2.485759e-13
2.974499e+05,2.479545e-13
2.977274e+05,2.473348e-13
2.980048e+05,2.467165e-13
2.982823e+05,2.460998e-13
2.985598e+05,2.454847e-13
2.988373e+05,2.448711e-13
2.991147e+05,2.442590e-13
2.993922e+05,2.436484e-13
2.996697e+05,2.430394e-13
2.999471e+05,2.424319e-13
3.002246e+05,2.418259e-13
3.005021e+05,2.412215e-13
3.007796e+05,2.406185e-13
3.010570e+05,2.400171e-13
3.013345e+05,2.394171e-13
3.016120e+05,2.388187e-13
3.018895e+05,2.382217e-13
3.021669e+05,2.376263e-13
3.024444e+05,2.370323e-13
3.027219e+05,2.364398e-13
3.029993e+05,2.358488e-13
3.032768e+05,2.352593e-13
3.035543e+05,2.346713e-13
3.038318e+05,2.340847e-13
3.041092e+05,2.334996e-13
3.043867e+05,2.329159e-13
3.046642e+05,2.323337e-13
3.049416e+05,2.317530e-13
3.052191e+05,2.311737e-13
3.054966e+05,2.305958e-13
3.057741e+05,2.300194e-13
3.060515e+05,2.294445e-13
3.063290e+05,2.288710e-13
3.066065e+05,2.282989e-13
3.068839e+05,2.277282e-13
3.071614e+05,2.271590e-13
3.074389e+05,2.265912e-13
3.077164e+05,2.260248e-13
3.079938e+05,2.254599e-13
3.082713e+05,2.248963e-13
3.085488e+05,2.243341e-13
3.088262e+05,2.237734e-13
3.091037e+05,2.232141e-13
3.093812e+05,2.226561e-13
3.096587e+05,2.220996e-13
3.099361e+05,2.215444e-13
3.102136e+05,2.209906e-13
3.104911e+05,2.204383e-13
3.107686e+05,2.198872e-13
3.110460e+05,2.193376e-13
3.113235e+05,2.187894e-13
3.116010e+05,2.182425e-13
3.118784e+05,2.176970e-13
3.121559e+05,2.171528e-13
3.124334e+05,2.166100e-13
3.127109e+05,2.160686e-13
3.129883e+05,2.155285e-13
3.132658e+05,2.149898e-13
3.135433e+05,2.144524e-13
3.138207e+05,2.139163e-13
3.140982e+05,2.133816e-13
3.143757e+05,2.128483e-13
3.146532e+05,2.123162e-13
3.149306e+05,2.117855e-13
3.152081e+05,2.112562e-13
3.154856e+05,2.107281e-13
3.157630e+05,2.102014e-13
3.160405e+05,2.096760e-13
3.163180e+05,2.091518e-13
3.165955e+05,2.086291e-13
3.168729e+05,2.081076e-13
3.171504e+05,2.075874e-13
3.174279e+05,2.070685e-13
3.177054e+05,2.065509e-13
3.179828e+05,2.060346e-13
3.182603e+05,2.055196e-13
3.185378e+05,2.050059e-13
3.188152e+05,2.044935e-13
3.190927e+05,2.039823e-13
3.193702e+05,2.034725e-13
3.196477e+05,2.029639e-13
3.199251e+05,2.024565e-13
3.202026e+05,2.019505e-13
3.204801e+05,2.014457e-13
3.207575e+05,2.009421e-13
3.210350e+05,2.004399e-13
3.213125e+05,1.999389e-13
3.215900e+05,1.994391e-13
3.218674e+05,1.989406e-13
3.221449e+05,1.984433e-13
3.224224e+05,1.979473e-13
3.226998e+05,1.974525e-13
3.229773e+05,1.969589e-13
3.232548e+05,1.964666e-13
3.235323e+05,1.959755e-13
3.238097e+05,1.954857e-13
3.240872e+05,1.949970e-13
3.243647e+05,1.945096e-13
3.246421e+05,1.940234e-13
3.249196e+05,1.935385e-13
3.251971e+05,1.930547e-13
3.254746e+05,1.925721e-13
3.257520e+05,1.920908e-13
3.260295e+05,1.916106e-13
3.263070e+05,1.911317e-13
3.265845e+05,1.906539e-13
3.268619e+05,1.901774e-13
3.271394e+05,1.897020e-13
3.274169e+05,1.892278e-13
3.276943e+05,1.887548e-13
3.279718e+05,1.882830e-13
3.282493e+05,1.878124e-13
3.285268e+05,1.873430e-13
3.288042e+05,1.868747e-13
3.290817e+05,1.864076e-13
3.293592e+05,1.859416e-13
3.296366e+05,1.854768e-13
3.299141e+05,1.850132e-13
3.301916e+05,1.845508e-13
3.304691e+05,1.840895e-13
3.307465e+05,1.836293e-13
3.310240e+05,1.831703e-13
3.313015e+05,1.827125e-13
3.315789e+05,1.822558e-13
3.318564e+05,1.818002e-13
3.321339e+05,1.813458e-13
3.324114e+05,1.808925e-13
3.326888e+05,1.804403e-13
3.329663e+05,1.799893e-13
3.332438e+05,1.795394e-13
3.335213e+05,1.790906e-13
3.337987e+05,1.786430e-13
3.340762e+05,1.781964e-13
3.343537e+05,1.777510e-13
3.346311e+05,1.773067e-13
3.349086e+05,1.768635e-13
3.351861e+05,1.764214e-13
3.354636e+05,1.759805e-13
3.357410e+05,1.755406e-13
3.360185e+05,1.751018e-13
3.362960e+05,1.746641e-13
3.365734e+05,1.742275e-13
3.368509e+05,1.737920e-13
3.371284e+05,1.733576e-13
3.374059e+05,1.729243e-13
3.376833e+05,1.724921e-13
3.379608e+05,1.720609e-13
3.382383e+05,1.716308e-13
3.385157e+05,1.712018e-13
3.387932e+05,1.707739e-13
3.390707e+05,1.703470e-13
3.393482e+05,1.699212e-13
3.396256e+05,1.694965e-13
3.399031e+05,1.690728e-13
3.401806e+05,1.686502e-13
3.404580e+05,1.682286e-13
3.407355e+05,1.678081e-13
3.410130e+05,1.673887e-13
3.412905e+05,1.669703e-13
3.415679e+05,1.665529e-13
3.418454e+05,1.661366e-13
3.421229e+05,1.657213e-13
3.424004e+05,1.653071e-13
3.426778e+05,1.648939e-13
3.429553e+05,1.644817e-13
3.432328e+05,1.640706e-13
3.435102e+05,1.636605e-13
3.437877e+05,1.632514e-13
3.440652e+05,1.628433e-13
3.443427e+05,1.624363e-13
3.446201e+05,1.620303e-13
3.448976e+05,1.616253e-13
3.451751e+05,1.612213e-13
3.454525e+05,1.608183e-13
3.457300e+05,1.604163e-13
3.460075e+05,1.600153e-13
3.462850e+05,1.596154e-13
3.465624e+05,1.592164e-13
3.468399e+05,1.588184e-13
3.471174e+05,1.584214e-13
3.473948e+05,1.580254e-13
3.476723e+05,1.576304e-13
3.479498e+05,1.572364e-13
3.482273e+05,1.568434e-13
3.485047e+05,1.564514e-13
3.487822e+05,1.560603e-13
3.490597e+05,1.556702e-13
3.493372e+05,1.552811e-13
3.496146e+05,1.548930e-13
3.498921e+05,1.545058e-13
3.501696e+05,1.541196e-13
3.504470e+05,1.537343e-13
3.507245e+05,1.533501e-13
3.510020e+05,1.529668e-13
3.512795e+05,1.525844e-13
3.515569e+05,1.522030e-13
3.518344e+05,1.518226e-13
3.521119e+05,1.514431e-13
3.523893e+05,1.510645e-13
3.526668e+05,1.506869e-13
3.529443e+05,1.503103e-13
3.532218e+05,1.499346e-13
3.534992e+05,1.495598e-13
3.537767e+05,1.491859e-13
3.540542e+05,1.488130e-13
3.543316e+05,1.484411e-13
3.546091e+05,1.480700e-13
3.548866e+05,1.476999e-13
3.551641e+05,1.473307e-13
3.554415e+05,1.469625e-13
3.557190e+05,1.465951e-13
3.559965e+05,1.462287e-13
3.562739e+05,1.458632e-13
3.565514e+05,1.454986e-13
3.568289e+05,1.451349e-13
3.571064e+05,1.447721e-13
3.573838e+05,1.444102e-13
3.576613e+05,1.440493e-13
3.579388e+05,1.436892e-13
3.582163e+05,1.433300e-13
3.584937e+05,1.429718e-13
3.587712e+05,1.426144e-13
3.590487e+05,1.422579e-13
3.593261e+05,1.419023e-13
3.596036e+05,1.415476e-13
3.598811e+05,1.411938e-13
3.601586e+05,1.408409e-13
3.604360e+05,1.404889e-13
3.607135e+05,1.401377e-13
3.609910e+05,1.397874e-13
3.612684e+05,1.394380e-13
3.615459e+05,1.390895e-13
3.618234e+05,1.387418e-13
3.621009e+05,1.383950e-13
3.623783e+05,1.380491e-13
3.626558e+05,1.377040e-13
3.629333e+05,1.373598e-13
3.632107e+05,1.370165e-13
3.634882e+05,1.366740e-13
3.637657e+05,1.363323e-13
3.640432e+05,1.359916e-13
3.643206e+05,1.356516e-13
3.645981e+05,1.353126e-13
3.648756e+05,1.349743e-13
3.651531e+05,1.346370e-13
3.654305e+05,1.343004e-13
3.657080e+05,1.339647e-13
3.659855e+05,1.336299e-13
3.662629e+05,1.332959e-13
3.665404e+05,1.329627e-13
3.668179e+05,1.326303e-13
3.670954e+05,1.322988e-13
3.673728e+05,1.319681e-13
3.676503e+05,1.316382e-13
3.679278e+05,1.313092e-13
3.682052e+05,1.309810e-13
3.684827e+05,1.306536e-13
3.687602e+05,1.303270e-13
3.690377e+05,1.300012e-13
3.693151e+05,1.296763e-13
3.695926e+05,1.293521e-13
3.698701e+05,1.290288e-13
3.701475e+05,1.287063e-13
3.704250e+05,1.283846e-13
3.707025e+05,1.280637e-13
3.709800e+05,1.277436e-13
3.712574e+05,1.274243e-13
3.715349e+05,1.271058e-13
3.718124e+05,1.267880e-13
3.720898e+05,1.264711e-13
3.723673e+05,1.261550e-13
3.726448e+05,1.258397e-13
3.729223e+05,1.255251e-13
3.731997e+05,1.252114e-13
3.734772e+05,1.248984e-13
3.737547e+05,1.245862e-13
3.740322e+05,1.242748e-13
3.743096e+05,1.239641e-13
3.745871e+05,1.236543e-13
3.748646e+05,1.233452e-13
3.751420e+05,1.230369e-13
3.754195e+05,1.227293e-13
3.756970e+05,1.224226e-13
3.759745e+05,1.221166e-13
3.762519e+05,1.218113e-13
3.765294e+05,1.215068e-13
3.768069e+05,1.212031e-13
3.770843e+05,1.209002e-13
3.773618e+05,1.205980e-13
3.776393e+05,1.202965e-13
3.779168e+05,1.199958e-13
3.781942e+05,1.196959e-13
3.784717e+05,1.193967e-13
3.787492e+05,1.190982e-13
3.790266e+05,1.188006e-13
3.793041e+05,1.185036e-13
3.795816e+05,1.182074e-13
3.798591e+05,1.179119e-13
3.801365e+05,1.176172e-13
3.804140e+05,1.173232e-13
3.806915e+05,1.170299e-13
3.809689e+05,1.167374e-13
3.812464e+05,1.164456e-13
3.815239e+05,1.161545e-13
3.818014e+05,1.158642e-13
3.820788e+05,1.155746e-13
3.823563e+05,1.152857e-13
3.826338e+05,1.149975e-13
3.829113e+05,1.147101e-13
3.831887e+05,1.144234e-13
3.834662e+05,1.141373e-13
3.837437e+05,1.138521e-13
3.840211e+05,1.135675e-13
3.842986e+05,1.132836e-13
3.845761e+05,1.130004e-13
3.848536e+05,1.127180e-13
3.851310e+05,1.124362e-13
3.854085e+05,1.121552e-13
3.856860e+05,1.118748e-13
3.859634e+05,1.115952e-13
3.862409e+05,1.113163e-13
3.865184e+05,1.110380e-13
3.867959e+05,1.107605e-13
3.870733e+05,1.104836e-13
3.873508e+05,1.102074e-13
3.876283e+05,1.099320e-13
3.879057e+05,1.096572e-13
3.881832e+05,1.093831e-13
3.884607e+05,1.091097e-13
3.887382e+05,1.088369e-13
3.890156e+05,1.085649e-13
3.892931e+05,1.082935e-13
3.895706e+05,1.080228e-13
3.898481e+05,1.077528e-13
3.901255e+05,1.074835e-13
3.904030e+05,1.072148e-13
3.906805e+05,1.069468e-13
3.909579e+05,1.066795e-13
3.912354e+05,1.064129e-13
3.915129e+05,1.061469e-13
3.917904e+05,1.058815e-13
3.920678e+05,1.056169e-13
3.923453e+05,1.053529e-13
3.926228e+05,1.050895e-13
3.929002e+05,1.048269e-13
3.931777e+05,1.045648e-13
3.934552e+05,1.043035e-13
3.937327e+05,1.040428e-13
3.940101e+05,1.037827e-13
3.942876e+05,1.035233e-13
3.945651e+05,1.032645e-13
3.948425e+05,1.030064e-13
3.951200e+05,1.027489e-13
3.953975e+05,1.024921e-13
3.956750e+05,1.022359e-13
3.959524e+05,1.019804e-13
3.962299e+05,1.017254e-13
3.965074e+05,1.014712e-13
3.967848e+05,1.012175e-13
3.970623e+05,1.009645e-13
3.973398e+05,1.007122e-13
3.976173e+05,1.004604e-13
3.978947e+05,1.002093e-13
3.981722e+05,9.995883e-14
3.984497e+05,9.970898e-14
3.987272e+05,9.945975e-14
3.990046e+05,9.921114e-14
3.992821e+05,9.896315e-14
3.995596e+05,9.871578e-14
3.998370e+05,9.846903e-14
4.001145e+05,9.822290e-14
4.003920e+05,9.797739e-14
4.006695e+05,9.773248e-14
4.009469e+05,9.748819e-14
4.012244e+05,9.724451e-14
4.015019e+05,9.700144e-14
4.017793e+05,9.675898e-14
4.020568e+05,9.651712e-14
4.023343e+05,9.627586e-14
4.026118e+05,9.603521e-14
4.028892e+05,9.579517e-14
4.031667e+05,9.555572e-14
4.034442e+05,9.531687e-14
4.037216e+05,9.507861e-14
4.039991e+05,9.484096e-14
4.042766e+05,9.460389e-14
4.045541e+05,9.436742e-14
4.048315e+05,9.413154e-14
4.051090e+05,9.389625e-14
4.053865e+05,9.366155e-14
4.056640e+05,9.342743e-14
4.059414e+05,9.319390e-14
4.062189e+05,9.296096e-14
4.064964e+05,9.272859e-14
4.067738e+05,9.249681e-14
4.070513e+05,9.226561e-14
4.073288e+05,9.203498e-14
4.076063e+05,9.180493e-14
4.078837e+05,9.157546e-14
4.081612e+05,9.134655e-14
4.084387e+05,9.111823e-14
4.087161e+05,9.089047e-14
4.089936e+05,9.066328e-14
4.092711e+05,9.043666e-14
4.095486e+05,9.021060e-14
4.098260e+05,8.998511e-14
4.101035e+05,8.976019e-14
4.103810e+05,8.953582e-14
4.106584e+05,8.931202e-14
4.109359e+05,8.908878e-14
4.112134e+05,8.886609e-14
4.114909e+05,8.864396e-14
4.117683e+05,8.842239e-14
4.120458e+05,8.820137e-14
4.123233e+05,8.798090e-14
4.126007e+05,8.776099e-14
4.128782e+05,8.754162e-14
4.131557e+05,8.732280e-14
4.134332e+05,8.710453e-14
4.137106e+05,8.688681e-14
4.139881e+05,8.666962e-14
4.142656e+05,8.645299e-14
4.145431e+05,8.623689e-14
4.148205e+05,8.602133e-14
4.150980e+05,8.580631e-14
4.153755e+05,8.559183e-14
4.156529e+05,8.537789e-14
4.159304e+05,8.516448e-14
4.162079e+05,8.495160e-14
4.164854e+05,8.473926e-14
4.167628e+05,8.452744e-14
4.170403e+05,8.431616e-14
4.173178e+05,8.410541e-14
4.175952e+05,8.389518e-14
4.178727e+05,8.368547e-14
4.181502e+05,8.347629e-14
4.184277e+05,8.326764e-14
4.187051e+05,8.305950e-14
4.189826e+05,8.285189e-14
4.192601e+05,8.264479e-14
4.195375e+05,8.243821e-14
4.198150e+05,8.223215e-14
4.200925e+05,8.202660e-14
4.203700e+05,8.182157e-14
4.206474e+05,8.161705e-14
4.209249e+05,8.141304e-14
4.212024e+05,8.120954e-14
4.214799e+05,8.100655e-14
4.217573e+05,8.080407e-14
4.220348e+05,8.060209e-14
4.223123e+05,8.040062e-14
4.225897e+05,8.019965e-14
4.228672e+05,7.999919e-14
4.231447e+05,7.979922e-14
4.234222e+05,7.959976e-14
4.236996e+05,7.940079e-14
4.239771e+05,7.920232e-14
4.242546e+05,7.900435e-14
4.245320e+05,7.880687e-14
4.248095e+05,7.860988e-14
4.250870e+05,7.841339e-14
4.253645e+05,7.821739e-14
4.256419e+05,7.802188e-14
4.259194e+05,7.782685e-14
4.261969e+05,7.763232e-14
4.264743e+05,7.743827e-14
4.267518e+05,7.724471e-14
4.270293e+05,7.705163e-14
4.273068e+05,7.685903e-14
4.275842e+05,7.666691e-14
4.278617e+05,7.647528e-14
4.281392e+05,7.628412e-14
4.284166e+05,7.609344e-14
4.286941e+05,7.590324e-14
4.289716e+05,7.571351e-14
4.292491e+05,7.552426e-14
4.295265e+05,7.533548e-14
4.298040e+05,7.514717e-14
4.300815e+05,7.495933e-14
4.303590e+05,7.477197e-14
4.306364e+05,7.458507e-14
4.309139e+05,7.439864e-14
4.311914e+05,7.421267e-14
4.314688e+05,7.402717e-14
4.317463e+05,7.384213e-14
4.320238e+05,7.365756e-14
4.323013e+05,7.347344e-14
4.325787e+05,7.328979e-14
4.328562e+05,7.310659e-14
4.331337e+05,7.292386e-14
4.334111e+05,7.274158e-14
4.336886e+05,7.255975e-14
4.339661e+05,7.237838e-14
4.342436e+05,7.219747e-14
4.345210e+05,7.201700e-14
4.347985e+05,7.183699e-14
4.350760e+05,7.165743e-14
4.353534e+05,7.147831e-14
4.356309e+05,7.129965e-14
4.359084e+05,7.112143e-14
4.361859e+05,7.094365e-14
4.364633e+05,7.076632e-14
4.367408e+05,7.058944e-14
4.370183e+05,7.041299e-14
4.372958e+05,7.023699e-14
4.375732e+05,7.006142e-14
4.378507e+05,6.988630e-14
4.381282e+05,6.971161e-14
4.384056e+05,6.953736e-14
4.386831e+05,6.936355e-14
4.389606e+05,6.919017e-14
4.392381e+05,6.901722e-14
4.395155e+05,6.884471e-14
4.397930e+05,6.867262e-14
4.400705e+05,6.850097e-14
4.403479e+05,6.832974e-14
4.406254e+05,6.815895e-14
4.409029e+05,6.798858e-14
4.411804e+05,6.781863e-14
4.414578e+05,6.764912e-14
4.417353e+05,6.748002e-14
4.420128e+05,6.731135e-14
4.422902e+05,6.714310e-14
4.425677e+05,6.697527e-14
4.428452e+05,6.680786e-14
4.431227e+05,6.664086e-14
4.434001e+05,6.647429e-14
4.436776e+05,6.630813e-14
4.439551e+05,6.614239e-14
